"geometry_text","geometry","path_id","image_point_id","order_id","safety_avg","attractiveness_avg","business_avg","safety_stddev","attractiveness_stddev","safety_attr_diff","safety_max_diff","attr_max_diff","attractiveness_reason","safety_reason","rating_count","male_ratings","female_ratings","male_safety_avg","female_safety_avg","age_19_39_safety_avg","age_40_59_safety_avg","age_60_plus_safety_avg","age_19_39_safety_count","age_40_59_safety_count","age_60_plus_safety_count"
"POINT(963450.831 6465236.878)","0101000020110F0000FED478A9F5662D41E9263138B5A95841",18,2981,9,3.3,2.7,3.67,1.03,1.03,0.66,3,3,"ugly architecture; no open space|Attendance;place","cramped; city centre; could be high crime|Attendance;place",6,3,1,3.33,3.00,3.00,5.00,NULL,5,1,0
"POINT(963445.964 6465267.594)","0101000020110F0000736891EDEB662D41931804E6BCA95841",18,2982,10,3.7,3.0,3.50,0.82,1.10,0.67,2,3,"Attendance;place|hoteldistrict; businessdistrict; constructionside|foliage and standard of construction|modern buildings; trees|bright ; new","Attendance;place|sidewalk; bicycleway;|next to a hotel complex; good road signs and pedestrianisation|sidewalk; visibility; office spaces around|clean ; new cars ; new buildings ",6,1,2,5.00,3.00,3.50,5.00,NULL,4,1,0
"POINT(963509.289 6465003.792)","0101000020110F0000D9CEF7936A672D41C520B0F27AA95841",18,3005,1,2.8,2.0,2.27,0.87,0.87,0.77,2,3,"Unattractive buildings|lots of concrete buildings:busy road|High rise buildings |Residential; roads; construction|bad architecture; no greenery; too industrial |Dark; high-rise; brutalist|ugly",NULL,22,9,8,2.89,2.88,2.81,3.00,2.00,16,4,1
"POINT(965002.806 6463494.127)","0101000020110F00003108AC9C15732D419CC4208801A85841",23,2239,38,3.1,2.8,3.29,1.11,1.04,0.38,4,3,"construction on the road, plainer looking buildings|no thank you|busy junction|Trees|noisy junction|Road access, cleanliness, buildings|safety|Junction|construction;plesant|developed|Not extremely beautiful|multi lane roads; uniform architecture|cleanliness and quality of builfing materials|Junction","construction on the road, roads|big confusing intersection|confusing road system|Localization|Llighting; traffic volumes|Cleanliness, lack of trash, quality of buildings, number of cars|safety|Junction|busy|developed|Kind of safe|multi lane roads; not pedestrian friendly|cleanliness, number of cars passing, new buildings|Crossroads; lots of cars; railway|looks pretty",21,0,15,NULL,3.27,3.11,3.50,NULL,19,2,0
"POINT(964636.835 6465145.982)","0101000020110F0000B81E85AB39702D418716D97E9EA95841",19,2069,15,3.0,3.0,3.67,1.10,0.89,0.00,3,2,NULL,"busy",6,3,2,2.67,3.50,3.00,NULL,NULL,6,0,0
"POINT(964665.786 6465137.935)","0101000020110F00008D976E9273702D413D0AD77B9CA95841",19,2055,16,2.9,2.8,3.20,0.99,1.14,0.10,3,4,"traffic; dirty; graffiti |eros shops|Intersection, cheap advertising due to visibility|much people|buildings are eye catching looks unclean|the streets are too dirty and architecture is basic|Normal street|Pretty buildings|Graffiti on the wall|garbage; grubby; dirty","open; people; bright; bus; residential|eros shops|Busy traffic|central|busy|infrastructure is decent|Normal street|Road|Does not look nice|bars; ",10,6,3,2.67,3.00,2.89,3.00,NULL,9,1,0
"POINT(964741.626 6465189.766)","0101000020110F00006F1283400B712D41DD240671A9A95841",19,2052,19,3.4,3.4,4.13,1.06,0.92,0.00,3,3,"some activities around|nice|the streets are too dirty and architecture is basic","busy street|buildings are nice|good infrastructure",8,3,4,2.67,3.75,3.38,NULL,NULL,8,0,0
"POINT(964768.599 6465205.221)","0101000020110F0000C520B03241712D412FDD244EADA95841",19,2051,20,3.6,3.1,3.63,1.41,1.13,0.50,4,3,"nice mix of design and colours in buildings|sex clubs|Normal street|patio; fun; bright; colourful|strip club makes it less attractive to most","well lit lots of shops easier to cross roads|normal street|red light district|Normal street|bright; restaurants; people; busy|close to other businesses|busy road with businesses open late",8,5,2,3.00,5.00,3.43,5.00,NULL,7,1,0
"POINT(964857.537 6465170.893)","0101000020110F0000FCA9F112F3712D4179E926B9A4A95841",19,2058,25,3.4,2.8,3.80,0.55,1.10,0.60,1,3,"no nature|old buildings","hotel, busy, businesses close by",5,1,3,3.00,3.33,3.40,NULL,NULL,5,0,0
"POINT(964839.348 6465196.143)","0101000020110F0000560E2DB2CE712D4179E92609ABA95841",19,2057,24,2.4,2.0,3.20,0.55,0.71,0.40,1,2,"dull|it can be better and more beautiful|dark; old; grey; casinos|Normal street|graffiti. run down building. casinos","not as busy, no businesses around|streets, cars, heavy traffic|casino; gambling; addiction|Normal street|graffiti. ugly buildings. casino",5,3,1,2.33,3.00,2.50,2.00,NULL,4,1,0
"POINT(964813.837 6465233.341)","0101000020110F000096438BAC9B712D41AAF1D255B4A95841",19,2078,22,2.5,1.7,2.40,1.27,0.95,0.80,4,3,"casino; sex shops|Generic flats, a sex store|pretty buildings but dull|sex shops; few people on the street|dark; dingy; inappropriate|strip clubs; casino|no nature|Normal street","casino; sex shops|Grafitis; sex store|very open|sex; adults; porn; drugs; alcohol|a lot of people in the evening|Normal street",10,5,4,2.60,2.75,2.50,NULL,NULL,10,0,0
"POINT(964827.16 6465223.551)","0101000020110F00001F85EB51B6712D41819543E3B1A95841",19,2056,23,2.6,2.4,3.43,0.79,0.98,0.14,2,3,"vices;gambling;sexshop|Casino","unwelcoming;gambling|Casino; traffic",7,3,3,2.33,3.00,2.67,2.00,NULL,6,1,0
"POINT(964795.074 6465221.626)","0101000020110F0000F853E32576712D414E621068B1A95841",19,2050,21,2.6,2.0,2.60,1.52,1.00,0.60,4,2,"dirty; aged; trashy; unsafe|Shop types; somewhat dirty; tall grey buildings; no greenery","gross; sexclubs; backalleys; old|very open|Shop types; sex shops; somewhat dirty; enclosed area",5,1,3,3.00,2.67,2.60,NULL,NULL,5,0,0
"POINT(964714.531 6465174.637)","0101000020110F0000643BDF0FD5702D41A69BC4A8A5A95841",19,2053,18,3.4,3.1,3.55,1.12,1.04,0.27,4,4,"betting shops; sex shops|colourful; stores; fun; casino|typical busy city street|casino|Normal street|the street is too dirty and architecture is basic|traffic|lively","betting shops; sex shops|business; people; busy|businesses that will be open late, makes you feel safe|few littering ; no outcasts ; clean ; taken care of|casino|Normal street|good infrastructure|shops|businesses",11,5,5,3.60,3.00,3.30,4.00,NULL,10,1,0
"POINT(964690.027 6465155.836)","0101000020110F0000AAF1D20DA4702D41250681F5A0A95841",19,2054,17,3.3,2.9,3.38,1.04,1.46,0.37,3,4,"A lot going on|red light. Casinos|dirty, road works, unattractive buildings and shop premises","busy, lots of businesses|looks seedy, night businesses",8,4,3,2.75,3.67,3.67,2.00,NULL,6,2,0
"POINT(964619.37 6465171.813)","0101000020110F0000D7A370BD16702D41273108F4A4A95841",19,2068,14,3.6,3.2,3.20,0.55,0.84,0.40,1,2,"the street is too dirty and architecture is basic|no green area|building isn't pretty but its clean|Normal street|clean; pretty; architecture","infrastructure is decent|it's dark and I dont see lamps|looks busy|Normal street|residential; spacious; bright",5,2,2,3.00,4.00,3.60,NULL,NULL,5,0,0
"POINT(964893.335 6465119.847)","0101000020110F0000B81E85AB3A722D417D3F35F697A95841",19,2060,27,3.4,3.2,3.80,0.89,0.84,0.20,2,2,"nice buildings; clear layout ","busy|bid streets ",5,2,2,3.00,4.00,3.40,NULL,NULL,5,0,0
"POINT(964875.55 6465145.451)","0101000020110F00009A99991917722D411B2FDD5C9EA95841",19,2059,26,3.1,2.6,3.09,0.94,0.50,0.45,3,1,"nice buildings|no traffic|Normal street|offices and bureau around|graffiti; bright; space|graffiti; tags|cafe","gets busier with shops|No traffic; shops closed|Normal street|shops around|residential; bright; hotels; vacation|buildings are ok|nice neighborhood",11,3,6,3.00,3.17,3.38,2.00,NULL,8,2,0
"POINT(964910.916 6465094.171)","0101000020110F0000B6F3FDD45D722D41FCA9F18A91A95841",19,2061,28,3.8,3.6,4.22,1.09,0.88,0.22,3,3,"well polished; nice roads|nice space, a lot of things around|open and sunny|it can be better and more beautiful|shops, good architecture|bright; architecture; sunny; colourful; stores|Pretty square|new road; new cars","high foot traffic|bright, wide area|busy open space|a lot of street cars for children are not the safest|Safe parking spots, good design|health; stores; people; cops; |Pretty square|offices; pharmacy",9,6,2,3.17,5.00,3.78,NULL,NULL,9,0,0
"POINT(964928.074 6465068.191)","0101000020110F0000F853E32580722D411058390C8BA95841",19,2062,29,4.0,3.8,4.30,0.93,0.90,0.18,3,3,"old well kept buildings|wide ; clean ; taken care of|it is beautiful and interesting, especially the drawing on the buildings and pedestrian crossings|trees|architecture; sunny; outdoorseating|trees; nice buildings|open; trees; architecture|open; spacious; restaurants; people|lively; public; open; trees; nature; bright|clean and tidy, not too busy looking either|nice buildings; wide spaces; shops and cafes","expensive cars; clean streets, well dressed people|wide ; clean ; taken care of|commerces;crowd;open;pedestrian|open|open and busy|people; busy; central; open|main road|open; people; maintained|open; restaurants; bright|people; businesses|looks clean and tidy so therefore of value to people who want to look out for each other|lots of activity; wide roads and pavements",23,9,11,4.00,4.00,3.84,4.50,NULL,19,4,0
"POINT(966188.913 6464225.339)","0101000020110F00006ABC74D3597C2D410E2DB255B8A85841",8,1715,1,4.0,3.6,4.09,0.44,0.85,0.36,2,3,"architecture|commercial, middle class|beautiful","This looks commercial and safe|more people",22,9,10,4.00,4.00,4.00,4.00,4.00,12,5,2
"POINT(966158.81 6464280.305)","0101000020110F0000EC51B89E1D7C2D41B81E8513C6A85841",8,1717,3,3.8,3.5,4.20,1.03,0.97,0.30,3,3,"busy, lively|busy street; noisy|pretty","shopping, busy|many people, cars;|more people/ city centre|nothing is scary",10,4,6,3.50,4.00,3.67,5.00,NULL,9,1,0
"POINT(966173.714 6464252.728)","0101000020110F00007368916D3B7C2D41508D972EBFA85841",8,1716,2,4.3,3.4,4.33,0.75,1.31,0.83,2,4,"gray old buildings; |Seeing as it's the city centre, it's a bit more attractive |residential, busy|borad streets a lot of traffic|The architecture is very simple but decent|pretty|Shops, Housing, trees|the buildings are  attractive and neat|looks to be a quiet place|too much commerce ","no real openness; a lot of old buildings; may not a good destrict|This looks like a busy city centre, meaning there will always be a lot of people around. |natural store, bicycles, pedestrians|It's well illuminated and it looks very frequented|more people|trees;open;clean;shops|Busy|It looks like a pleasant neighborhood . the buildings are attractive|nothing disturbs me|more commercial buildings than houses",12,5,6,4.40,4.17,4.14,4.67,4.00,7,3,1
"POINT(966145.476 6464308.631)","0101000020110F0000A245B6F3027C2D41D34D6228CDA85841",8,1718,4,3.8,3.3,3.67,0.94,0.97,0.58,3,3,"pretty|not so bad|main street |foodie|other businesses there |The buildings are neat and attractive. it looks clean|the architecture is basic and not homogenous|too noisi","more people/ city centre|Looks to be quiet|its a calm neighborhood|traffic|walkways; busy|Not so many cars , there are traffic lights|well illuminated, good infrastructure|quiet place but huge crossroad",12,5,6,3.60,4.17,3.89,3.67,NULL,9,3,0
"POINT(966080.799 6464327.78)","0101000020110F00002B871699817B2D411F85EBF1D1A85841",8,1720,7,3.9,3.4,3.14,1.07,1.40,0.43,3,4,"commercial; busy; green|pretty|dull, no life|The park. ","busy; traffic; open|more people/ city centre|nothing is scary",7,3,4,4.33,3.50,3.67,5.00,NULL,6,1,0
"POINT(966117.783 6464338.278)","0101000020110F00004260E590CB7B2D4183C0CA91D4A85841",8,1741,6,3.5,3.2,3.64,1.04,1.17,0.27,3,3,"ugly|Neat Buildings|busy street|there is space|pretty|architecture and tidiness|graffiti|Open space; Asphalt; Well-maintained buildings|seems dirty|the architecture doesn't attract me","seedy|There are road signs guiding cars, the are is not crowded with shrubs and trees that can be dangerou|busy street; many cars|everything lokks quiet|more people/ city centre|large spaces/areas|closed shops, quiet, sheltered|Big crossing; Multi track; Pedestrian crossing|seems dirty|good infrastructure",11,6,5,3.33,3.60,3.50,4.00,2.00,8,2,1
"POINT(966131.959 6464336.791)","0101000020110F00004A0C02EBE77B2D4177BE9F32D4A85841",8,1719,5,4.2,3.7,4.20,0.79,0.95,0.50,2,3,"variety|pretty|Open space.|just too much traffic|very open space; good visited|Buildings are neat and modern","traffic|more people/ city centre|A lot of people.|bars, restaurants alot of people|open space; good overview; green trees|There are traffic lights and road signs. people are moving in the area|a lot of space",10,4,5,4.25,4.00,4.00,4.50,NULL,7,2,0
"POINT(966020.906 6464313.769)","0101000020110F0000643BDFCF097B2D41C74B3771CEA85841",8,1722,9,4.2,3.9,2.22,0.44,0.78,0.33,1,2,"Open space; Trees; Clean|great for families with kids;|pretty","One way road; Good visibility|small houses; a lot of families; a lot of people around |looks to be quiet",9,4,4,4.25,4.00,4.00,4.50,NULL,6,2,0
"POINT(966050.907 6464320.467)","0101000020110F0000D34D62D0457B2D41F853E31DD0A85841",8,1721,8,4.1,3.7,2.27,0.59,0.98,0.40,2,3,"lot of green(trees, etc.); good for families |trees, small buildings|trees; nature; pleasant walking path; |Single house; gardens|Unnatractive buildings, seems a mess|Trees are a good point|Trees|living neighbourhood|it looks like a decent neighbourhood|dirty|achitecture, variety, greenery|pretty|It looks posh, there is a lot of green/nature|trees, small buildings","looks like a save district; good looking houses; trees; a lot of green;|small street, big pavement, small buildings|upper class neighbourhood|Unnatractive buildings, seems a mess|the buikdings are closed|Not much traffic|living neighbourhood|good infrastructure; frequented|dirty|open; organised; no traffic;|seems to be residential area|It is a very open space, it looks like a posh neighbourhood|small street, big pavement, small buildings",15,5,5,4.00,4.00,4.00,4.00,4.00,9,2,1
"POINT(965992.177 6464302.827)","0101000020110F000077BE9F5AD07A2D416891EDB4CBA85841",8,1723,10,3.6,3.7,2.11,0.88,0.87,0.11,3,3,"tress; green spaces|pretty|park ; trees|residential|decent neighbourhood|Not so bad|Colourful; greenery|green area","spacious; open streets|seems to be residential area|quiet residential neighbourhood ; park|bicycles|good infrastructure|buildings are closed|Maintained",9,5,4,3.60,3.50,3.33,4.00,NULL,6,3,0
"POINT(965965.239 6464287.6)","0101000020110F00003F355E7A9A7A2D41666666E6C7A85841",8,1724,11,4.2,3.8,2.00,0.75,0.75,0.36,2,3,"Lots of nature, also a park.|great for families; quiet place|nature;clean;park","Not a lot of traffic.|save destrict; more for families;|nothing changed with the last point|small;nature;open;residential|nice place to live",11,7,3,4.29,3.67,3.67,4.75,NULL,6,4,0
"POINT(965938.572 6464271.821)","0101000020110F00001B2FDD24657A2D4196438BF4C3A85841",8,1725,12,4.0,3.6,2.40,0.71,0.55,0.40,2,1,"well maintained;|boring|decent neighborhood|good view|nothing disturbs me","residential;|quiet|good infrastructure|seems to be residential area|buildings are closed",5,2,3,4.50,3.67,3.75,5.00,NULL,4,1,0
"POINT(965911.74 6464256.198)","0101000020110F0000AE47E17A2F7A2D413108AC0CC0A85841",8,1726,13,4.3,3.4,2.14,0.49,0.98,0.86,1,3,"pretty|variety of architecture|nice","seems to be residential area/ crowded|residential area|calm looks expensive|looks chic",7,2,5,4.50,4.20,4.17,5.00,NULL,6,1,0
"POINT(965857.803 6464225.147)","0101000020110F0000E5D0229BC3792D41B0726849B8A85841",8,1728,15,4.0,3.0,2.80,1.00,1.00,1.00,2,2,NULL,"seems to be residential area/ crowded|it looks quiet",5,2,2,4.50,4.00,3.75,5.00,NULL,4,1,0
"POINT(965830.917 6464209.411)","0101000020110F0000250681D58D792D41F2D24D5AB4A85841",8,1729,16,3.8,2.8,2.50,1.47,1.17,1.00,4,3,"decent neighborhood|I don't think apartment complexes are attractive |good view|residential|nothing is dirty","good infrastructure|There's lots of apartment complexes, meaning the income might be lower here I would feel more unsafe|seems to be residential area/ crowded|populated|buildings are closed",6,2,4,4.50,3.50,3.60,5.00,NULL,5,1,0
